msg,label
can you tell what is the difference between self taught developer and a cse branch developer,1
do remote and start up wait if we have 60 and 90 days notice period how to tackle such situations please suggest,1
i have learnt mern stack therefore i didn t take 0 1 also it saved a little cost so what will be prerequisites for me to be able to cope up with 1 100,1
could you take classes on how to deal with the interviews,1
i m btech 2nd year preparing for gate how i became web developed and software engineer,1
what are prerequisites for 1 100 for someone who knows mern stack,1
folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands how you managed your friends your college life and studying in parallel please give some tips manage both social life and professional life folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands,1
do remote and startup wait if we we have 60 and 90 days notice period how to tackle this situation,1
when is the course starting?,1
how much time per week needed for course appox,1
hundred points hundred points hundred points hundred points hundred points bhaiya codeforces for dsa bola apne but how exactly it s really confusing platform can you tell how you did back in the day,1
when is the podcast with your ai mentor coming and the ai roadmap,1
good evening sir i am cohort 1 student in recorded session how can get that shared link by you when was your teaching class at that time in chart,1
bought 0 100 mech 2020 grad learning web dev for about a year and working 8 months getting 10k inr and how should one go from here and grow,1
i know mern stack i have not taken full 0 100 i have chosen 1 100 so what are prerequisites for me,1
which open source ar vr projects would you suggest,1
what are your thoughts can ai replace the frontend developer,1
bought 0 100 mech 2020 grad learning web dev for about a year and working for 8 months getting 10k inr and how should one go from here and grow,1
bro how can i actually develop interest in tech and coding dont want to be mediocre,1
what is the scope for 13 year experience working in devops and cloud and now trying to move in development,1
good evening sir i am cohort 1 student in recorded session how can get that shared link by you when was you teaching class at that time in chart,1
what you think about agi,1
how to find clients idk where i can,1
when will the course start???????????????????,1
what is living cost in ny at harkirat singh,1
how many students are in this cohort,1
what is being ready criteria in ai and ml,1
how to ship fast,1
how to find bugs in crypto airdrops and projects,1
what would you suggest to a second year student like what should one learn,1
how much typescript should i know because most of the project on github uses typescript,1
how to tackle imposter syndrome not able to crack faang even though being from tier 1,1
sir how to find small clients eg stanford researcher or faang engg looking to startup,1
being data scientist how should i relate to cohort 2,1
bhai how can one document their project from concept or uml it plz make a video about it at harkirat,1
what can be my roadmap if i have not done coding till now and i am starting with your cohort now i am entering into my fourth sem face green smiling face green smiling face green smiling face green smiling face green smiling face green smiling,1
bhiaya why not you build your own empire like coding ninjas or scaler cause your are providing more contect,1
in india even after building e commerce website in mern stack the company s are given packages of 4 5 lpa for freshers just because i don t know dsa how to deal with such situations,1
how to get first remote work from us,1
hey how ship faster,1
mech 2020 grad working in web for 8 months getting 10k inr and how should one go from here and grow bought 0 100,1
how to deal with imposter syndrome of not able to get in faang,1
what can be my roadmap if i have not done coding till now and i am starting with your cohort now i am entering into my fourth sem face blue smiling face blue smiling hand pink waving hand pink waving hand pink waving hand pink waving,1
bhai how to know who is starting their startups outside or get in their touch to grab the opportunity,1
what can be my roadmap if i have not done coding till now and i am starting with your cohort now i am entering into my fourth sem hand pink waving hand pink waving hand pink waving,1
hlo biya how are yo?,1
what can be my roadmap if i have not done coding till now and i am starting with your cohort now i am entering into my fourth sem hand pink waving hand pink waving hand pink waving hand pink waving hand pink waving,1
what will be the bounties on cohort at harkirat singh,1
at harkirat singh if someone experience about 1 2 years how they can he approach for remote jobs,1
what can be my roadmap if i have not done coding till now and i am starting with your cohort now i am entering into my fourth sem hand pink waving hand pink waving hand pink waving hand pink waving,1
mech 2020 grad working in web for 8 months getting 10k inr and how should one go from here and grow,1
what to learn in elasticsearch since there are too many things in its documentation,1
sir how can i get into faang after bca folded hands folded hands,1
what can be my roadmap if i have not done coding till now and i am starting with your cohort now i am entering into my fourth sem hand pink waving hand pink waving hand pink waving hand pink waving hand pink waving hand pink waving,1
how to get internships?,1
being a data scientist what kind of work can i relate to dev ops,1
i want to know whether taking 0 100 cohort is a good course to get a job after completing this or try to learning full stack java and dsa which most of the people are working on (for fresher),1
what project should i build to standout from the crowd,1
which of your course you recomend im fully beingner,1
how to get internships,1
which plateform u will use in cohort windows and linux and mac,1
at harkirat singh mech 2020 grad working in web for 8 months getting 10k inr and how should one go from here and grow,1
at harkirat singh which plateform u will use in cohort windows and linux and mac,1
i m doing bcom and i m in my final year pls tell me where should i start coding and what are the resources and a simple roadmap which can actually get me anywhere,1
i am in first year cse(aiml) how to divide time between learning full stack and college academics,1
what i can expect after 0 100 cohort,1
i m doing bcom and i m in my final year pls tell me where should i start coding and what are the resources available and a simple roadmap which can actually get me anywhere,1
what s the name of the repo,1
are yhi to aata nai tha what a wisdom to learn red heart fire fire fire,1
what is being ready criteria for remote job in ai and ml,1
what a data scientist should target by doing cohort 2,1
how to start rust,1
what happended in japan,1
i m doing bcom and i m in my final year pls tell me where should i start coding and what are the resources available and a simple roadmap which can actually get me anywhere should i try gsoc,1
when next cohort starts?,1
harkirat i am in first year cse(aiml) how to divide time between learning full stack and college academics,1
what is this limit of 500 seat i m plaing to buy the course in 2 3 days will i get a seat,1
hey harkitat how is new york different from banglore delhi,1
on what visa you are working in usa,1
what is this limit of 500 seat i m plaing to buy the course in 2 3 days will i get a seat in 0 100xcohort,1
hey when will be your upcoming cohort starting,1
harkirat i am in first year cse(aiml) how to divide time between learning full stack and college academics also is cgpa important,1
i have 1 5 years of age gap i have learnt mern stack and some other topics which u had specified in full stack road map but still i m not getting any job electronics and communication,1
what are these hfts that gives huge package in india domestically,1
non iitian here going to intern at a good investment bank how should i prep to get into hfts and trading companies,1
is 1 100 projects will be covered from starting or some odd there parts will be made in 0 1 as i am thinking only of buying 1 100 i know good frontend but lacks how the data should be handled,1
what is this limit of 500 seat i m plaing to buy the course in 2 3 days will i get a seat in 0 100xcohort hand pink waving hand pink waving hand pink waving hand pink waving hand pink waving hand pink waving hand pink waving,1
hand pink waving hand pink waving what is this limit of 500 seat i m plaing to buy the course in 2 3 days will i get a seat in 0 100xcohort,1
currently working devops i have 10 years in it how can i get value out of cohort 2 on javascript,1
which plateform use to find client you just mention before,1
what is this limit of 500 seat i m planing to buy the course in 2 3 days will i get a seat in 0 100xcohort,1
just bought 0 100 harkirat please make cohort 1 videos free for people for who bought 0 100 for further practice and learning,1
what is this limit of 500 seat i m planning to buy the course in 2 3 days will i get a seat in 0 100xcohort,1
i know mern stack and i m leaning dsa what s is your opinion on that i want remote job,1
how to understand large code base in github,1
for those who have taken 0 to 100 course how will thet th,1
good evening sir huge fan of your work i am cohort 1 student in recorded session how can get that shared link by you when was your teaching class at that time in chart,1
what s the course fee?,1
how your day,1
i agree with you regarding to work hard to grasp hard concept but my problem is when someone uses advanced and fancy word that i have no understanding about plz use simple language in cohort,1
how to improve communication skills,1
how to show ourselves effectively to stand out,1
bhaiya in 1 st year cse of tier 1 college what should be my roadmap for coding so can get into google off campus,1
data analytics vs sde which to use,1
harkirat i m doing bcom and i m in my final year pls tell me where should i start coding and what are the resources available and a simple roadmap which can actually get me anywhere,1
which companies use rust?,1
bhaiya in 1 st year cse of tier 1 college what should be my roadmap for coding so can get into google off campus thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face,1
how to get first job?,1
at harkirat what is the strategy to follow for first year student for gsoc 2024,1
good evening sir huge fan your worki am cohort 1 student in recorded session how can get that shared link by you when was your teaching class at that time in chart,1
which degree for ml or ai in india,1
how not to get intimated when reading huge codebases,1
bhaiya in 1 st year cse of tier 1 college what should be my roadmap for coding so can get into google off campus thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face,1
please make a seprate video how one can from tier 3 to get decent package,1
good evening sir huge fan your work i am cohort 1 student in recorded session how can get that shared link by you when was your teaching class at that time in chart,1
how to understand large codebases?,1
how to study large codebases,1
how to,1
what is this limit of 500 seat i m planning to buy the course in 2 3 days will i get a seat in 0 100x cohort,1
how long is this cohort,1
what is your networth right now grinning face with sweat,1
how long is this cohort?,1
how long is this cohort??,1
if i hv to choose one which one should i cohort 1 or 2,1
how to start first open source contribution,1
bhaiya in 1 st year cse of tier 1 college what should be my roadmap for coding so can get into google off campus thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face,1
how many hours to devote to get best of cohort per day or week,1
how to handle payment as a remote engineer,1
i have basic mern knowledge how can i leverage it to mid level developer using this cohort,1
like after completing your cohort which companies or field to look at,1
how are you brother,1
how to get us news regarding funding,1
how to get us news regarding funding and startups,1
i was doing telegram freelancing how its different from upwork,1
i am currently working as an ai intern for 200 pm i have bought the 0 100 course how can i get a high package in ai leveraging the course,1
what is last date to buy cohort 0 100,1
how would the 2 0 start,1
how to get news about funding in startups,1
sir when cohort start,1
didn t able to understand web 3 from where to start,1
how to get first client for freelancing,1
what s your visa status?,1
sir how to start freelancing,1
at harkirat singh how many quality leetcode questions are good amount of solved questions,1
sir i am mechanical engineering grad working in a service based company aspiring for a remote job how and what all should i do,1
what to look after your cohort,1
good evening sir huge fan your work i am cohort 1 student in recorded session how can get that shared link by you when was your teaching class at that time in chat,1
sir how hard it is for commerce students to get into coding basically in job perspective,1
i was doing telegram freelancing for devops and terraform how its different from upwork is there any alternative how to get remote jobs pay very well,1
how much typescript should i know because most of the github repo is using typescript along with react and node js,1
harkirat i know solidity and basic mern stack how i can leverage this cohort to scale to successful web3 developer,1
sir how hard it is for commerce students to get into coding basically in job perspective heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation,1
road map of react native how much html css javascript react js is required,1
harkirat i m doing bcom and i m in my final year pls tell me where should i start coding and what are the resources face blue wide eyes available and a simple roadmap which can actually get me anywhere,1
which one should i get cohort 1 or 2,1
what is your opinion about quantum computing and ionq,1
bhai how easy it is to learn web3 if i know descent mern stack at harkirat,1
sir how hard it is for commerce students to get into coding basically in job perspective heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation heart exclamation,1
how to read docs effectively,1
which one should i get cohort 1 or 2 nd why,1
bhaiya in 1 st year cse of tier 1 college what should be my roadmap for coding so can get into google off campus thinking face thinking face face green smiling face green smiling face green smiling face green smiling face green smiling face green smiling face green smiling face green smiling,1
good evening sir huge fan your work i am cohort 1 student in recorded session how can get that shared link by you when was your teaching class at that time in char,1
vgood evening sir huge fan your work i am cohort 1 student in recorded session how can get that shared link by you when was your teaching class at that time in chart,1
cohort what to look after your cohor,1
at harkirat singh how to start in ai,1
how much of mathematics is needed in this industry to advance further,1
which person to stalk to know what is happening in market around ai,1
i work at amazon for 2 years as sde1 how to find remote job,1
how to give 10 hrs for working people,1
what value i will get from 1 100 cohort if i am devoting 10hrs a week,1
herkirat bhai 6k inr is actually about 17k pkr which is very high for us to afford,1
bhaiya in 1 st year cse of tier 1 college what should be my roadmap for coding so can get into google off campus thinking face thinking face f check mark button check mark button check mark button check mark button check mark button check mark button check mark button check mark button check mark button check mark button check mark button check mark button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button eject button,1
i am working data scientist for last 3 months hate it that s why joined the cohort,1
what is gsoc ?,1
till when we will learn tech to start contributing in gsoc orgs fire fire fire fire fire fire fire fire fire fire,1
cohort what to look after that,1
what is gsoc,1
how to land a job,1
bhaiya what is the aim of this cohort,1
from scratch how i do???,1
hey harkirat i would like to hear your opinion on how to excel fast as a junior software engineer who is just starting out at harkirat singh,1
how to manage cohort college and exams,1
hey harkirat i would like to know you advice on how to excel fast as a junior software engineer who is just starting out,1
hey harkirat i would like to know you advice on how to excel fast as a junior software engineer who is just starting out at harkirat singh,1
what is the aim of this cohort,1
what about the working professional,1
how are you,1
hey sir how are you,1
hello harkirat how are you?,1
hey how are u?,1
where to learn advance js,1
where to learn advance js where to learn advance js,1
hi sir i enrolled in your course already and i watched the free tutorial videos you posted on youtube i got little bit overwhelmed how will be the course and what s different from others thanks,1
it s low when you shift screen,1
how to join discord,1
how to join discord?,1
how many classes done yet??,1
what level of mern expertise we can expect in 3 months,1
what would be timings of class in gmt,1
how much fees?,1
at harkirat singh how you doin,1
how to become expert full stack developer,1
which one you are saying no screen is visible,1
which field share screen,1
how does realtime system work?,1
what was the technologies ?,1
couldn t see your screen when you were talking about the technologies,1
what are the prerequisites?,1
how to increase awareness and tech stacks langauges and features,1
what about devops ?,1
i am working in company i am good in dsa as mid but in company my package is 10 after doing this course how much i an accept as full stack devloper sallry,1
at harkirat singh we cant see which topics you r talking about,1
at harkirat how can i contact you please dont ignore rather deny on live,1
kirat your screen was not sharing when you asked for future topic,1
will u upload the course after its over like u said u won t be doing it agian so why not just upload it rather than just going down the histroy,1
recommend some videos on topics which you are not goi9ng do,1
what is the way to exit from tutorial hell,1
how much difference between web3 and hft,1
how full stack dev and web 3 connected,1
what am i doing with my life,1
how should we start?,1
how to start web 3,1
how things are built on web3,1
how to get started with web3,1
where to start web 3,1
what are the prerequisites for web3,1
how much time it takes to become a block chain developer,1
if we know full stack how long will it learn to web3,1
bro what s your email,1
solana vs ethereum which one,1
how much money in web 3,1
how to get job in web3,1
what is the more natural next step for mern devs writing smart contracts or build web3 applications like websites,1
how much time would it take to be a web3 developer if im already a web developer,1
how much knowledge of web development required for web3,1
how full stack dev and web 3 dev connected,1
if we know full stack how long will it take to learn web3 and get a job,1
how much money in web3,1
how full stack dev and web 3 dev connecte d,1
how to get start with low latency,1
how can i compete with our sub group member they are already far far good in mern stack,1
what is the the best source to learn blockchain,1
after learning mern what would you suggest to to learn web3 or ai,1
how many hours did you put in everyday,1
why not hft,1
how much webdev to know before entering web3,1
how many hours did you put in everyday learning web3,1
how did you learn web3?,1
how much web dev before entering web3,1
how to search for web3 remote jobs,1
how much web dev before web3,1
joined the course but building a startup don t know how much time i can give to the live classes just wanted to connect with you,1
how many hours did you put in everyday learning web3 during your full time,1
which is better to learn as beginner etherum or rust for solana,1
what is the last date for enrolling in this course,1
what is the last date for enrollment in this course,1
how much web dev brofore web3,1
what are the fields that you showed,1
how mern stack dev and web 3 dev connected to each other,1
how did ai made u faster and its application can u give eg,1
can a backend developer who has basic or almost no knowledge of frontend take up this course,1
working in india or us what u like more,1
where is step by step open source guide video,1
when to switch?,1
which is better to go with as beginner solana or etherum,1
how are you gonna avoid people uploading video lectures on yt for free i guess aman dhatarwaal entire course is practically free on yt,1
when to switch job?,1
sir how will my doubts get resolved if not provided doubt support,1
how s competiton in cern?,1
how many slots does an org get the org in which i am interested in had 18 project idea so i am concerned about the no of ideas selected in gsoc,1
which organisation are u contribution,1
can you tell how to get into big companies if am not good at ds and algos or how to get started with them,1
wtf how can you giveaway dsa,1
how you cracked iit,1
what is the mail id,1
what happened,1
where can i get all courses from start pls reply,1
what is 0 to 1 and 1 to 100,1
what s 0 to 1 and 1 to 100,1
certificate for what bro,1
what s the probability of getting hackend or getting a huge bill on aws just made an account recently,1
what s the probability of getting hackend or getting a huge bill on aws just made an account recently at harkirat singh,1
i had around 18 years of experience in it but want to go back to coding how important is this course for me,1
i have recently joined 100xdev cohort and it show 0 1 completed now what should i do,1
how to join this cohort,1
which cli is this,1
people who are looking for the structured content should not join this cohort,1
when is new course is strting and what is the name of the course,1
why using postgresql ?,1
i just bought 0 100 course can anyone please help how to progress everyone is so much ahead,1
) at reader yea that s what install of them again it ll usually solve it,1
what should i start cohort 0 1 or 100x,1
what are all the technologies needed to start open source,1
question why are u inclined towards mern stack not java or anything mern is already too much crowded any comments on this,1
what s your views on freshers stepping into data science domain,1
for real though what s the best way to master dsa,1
what is the prerqusites for this cohort,1
non it guy with 9years of experience in non it what s your suggestion,1
beginner in open source how can i start,1
what about java people?,1
how much time will it take to complete 0 100 cohort,1
when will web3 cohort start?,1
how many years it will take to be good at programming and get decent package love from pakistan,1
what about certificate then,1
avunu what is you plan,1
when video start mute your zoom,1
at random person nice how s the wlb,1
harkirat i m perhaps the oldest among your subscribers when i decided to pivot to tech and started pursuing a web dev course i stumbled upon your channel and coding jesus channel,1
which ankur,1
how can commerce grad come to tech,1
hi i have taken you course as an dropout student how helpful it will be for me,1
hi sir how are you,1
what we doin today,1
can you suggest a high level roadmap on how to start ai,1
what we doin today man,1
hey what will be coding,1
what is remote developer salary in dollars who is fresher in full stack development,1
how to create a ml algo library please tell me,1
bro mere clg mai 2 language course h japannese and german please suggest me what to choose consider my carrer in cyber security bicycle bicycle bicycle,1
how are you going to give the data about your video to ai,1
bro mere clg mai 2 language course h japannese and german please suggest me what to choose consider my carrer in cyber security bicycle bicycle bicycle bicycle,1
where are you now?,1
how to be faster in typing,1
btw where are you currently?,1
what s going on here,1
share the neovim package details and if possible prepare a video if you can explaining how to install,1
what song was that?,1
how i learn ai,1
how u got key,1
at harkirat singh bro mere clg mai 2 language course h japannese and german please suggest me what to choose consider my carrer in cyber security bicycle bicycle bicycle bicycle,1
bro currently working for a firm for creating scalable chat application though its not full duplex chat app client will only listen to incoming messages frm websocket suggest how to make it scalabl,1
hi i have recently started watching your videos which i found informative and i like learning from you channel,1
sir what about stability ai for image genration,1
how to acces,1
how is working with vim vs vscode,1
brother when you work??,1
which laptop ?,1
its so uncomfortable when we stuck on problem when we try new things in tehcnologies,1
wonder who called it ai and not api slightly smiling face at harkirat singh,1
bro what are u making with ai plz tell,1
which laptop?,1
what are you doing?,1
at harkirat singh which laptop are you using,1
why use ai you can just get a thumbnail templeate and make an pyhton script to write it and export it by just giving titlee at harkirat singh,1
what r u doing?,1
what s next week topic for the cohort,1
wonder who called it ai and not just api slightly smiling face at harkirat singh,1
anyone here who is still stuck in promises part face turquoise covering eyes face turquoise covering eyes face turquoise covering eyes,1
where you are,1
i was trying t crack gsoc thus year got 4pr merged upto now but today had my hand broken and doctor had tell me that it will take 1 month to recover i am feeling low now what should i do,1
where you are now,1
what is curl,1
what s your plan after the cohort,1
bhaiya how can i stop myself from thingking cs nowdays is above me,1
bro i am working on a project api based autodialer which framework should i use,1
what time there in tokyo,1
i m just a beginner what should i do,1
what is the best way to learn data structures you are really like a idol we look up to sir,1
what is he doing now explain someone be specific,1
bhaiya how can i stop myself from thingking computer technology nowdays is above my understanding,1
what is going not able to understand please explain,1
what is with data science only trending on socialmedia,1
what are you building,1
google is giving the same sizes which u tried,1
currently i m in service based company and i m on bench how should i switch and wht should i do,1
what is happening here,1
i don t have any idea what is api,1
the image generations endpoint allows you to create an original image given a text prompt when using dall e 3 images can have a size of 1024x1024 1024x1792 or 1792x1024 pixels,1
at harkirat singh currently i m in service based company and i m on bench how should i switch and wht should i do,1
where should i start as a beginner,1
what are you doing brother,1
at harkirat singh there are model gpt 3 and gpt 4 there is a different model of dale that creates the size which you want pushpin,1
at harkirat singh how can a beginner start,1
brother why you have paused the updates of your chrome,1
hello sir i am the one who will be doing an intern at openai in 2025,1
who is more advanced right now,1
how can we grow in career,1
baiscally ai is just a set of tools communicated via apis or is there more to it which i am missing at harkirat singh,1
hey quick question started with both frontend react and backend nodejs which one should i be more focus on in terms of job retention,1
at lucifer where it is leaked,1
hello sir iit roorkee form cs branch where should i go c plus plus or java,1
create a prompt template and just fill in the blanks for each new vid now figuring out a good prompt which can act as a template for a wide variety of videos is prompt engineering,1
what about using the transcript and ask chatgpt to make prompts for a thumbnail,1
why dont just use python script using a thumbnail base image its easier and faster as well,1
at harkirat singh what cloud provider are you using to run stablediffusion,1
create a string variable with const prompt create a thumbnail with 16 9 ratio which does not look ai generated for {title} pass this variable as prompt,1
how can get gpt 4 at low cost,1
brother why hou have paused the updates of your chrome,1
what is your thoughts on qt qml and c,1
part of your cohort at harkirat singh all thanks to you also i was the one who tried to connect you and sagar slightly smiling face learning daily,1
open ai lets us create customized assistants now which can read data maybe you should try that just like chat gpt,1
at harkirat singh upside down face what cloud provider are you using to run stablediffusion,1
i am a full stack developer learned generative ai learning devops and moving to web 3 but i always feel like i am not good enough can you tell what are thing i should know to be a full stack,1
at harkirat singh upside down face what cloud provider are you using to run stablediffusion slightly smiling face,1
brother why hou have paused the updates of your chrome at harkirat singh,1
harkirat you can use multilple models like yolo in combination dalle 2 which can reject the thumbnails that dosent have your face,1
harkirat you can use multilple models like yolo in combination dalle 2 or better train an model on yourt thumbnails for transfer learning which can reject the thumbnails that dosent match your style,1
good open source project in web3 where we can make money,1
please tell me which ide you use or give a youtube tutorial please slightly smiling face at harkirat singh,1
how to create your own distro,1
why not using lazyvim,1
what about generating the title with chatgpt too grinning squinting face re curse,1
when should you start using vim and how should you go about learning it,1
what j,1
what s promt?,1
at harkirat singh i am in first sem btech cse currently confused what to choose web or android pls suggest me which has less comp in gsoc and has mor opportunity in freelancing,1
hey can you suggest some sites or platform where i can find freelance works as a fresher,1
please tell me which ide man technologist you use or give a youtube tutorial please slightly smiling face laptop at harkirat singh,1
what to learn if i intend to break into the quantitative trading industry at harkirat singh,1
how to rebase the commits,1
what is replicate,1
at harkirat singh how can i get remote internship in us based,1
how should i know when to actually start contributing at harkirat singh,1
how to create a chat bot,1
how should i know when to start contributing at harkirat singh,1
at harkirat singh how can i get remote internship in us based company,1
at harkirat singh does college matter when going for masters i have no internship till now im in final year,1
at harkirat singh i am in first sem currently confused what to choose web or android pls suggest me which has less comp in gsoc and has mor opportunity in freelancing,1
why does the prompt say unbuttoned face with tears of joy at harkirat singh,1
why unbuttond,1
when did you start using lazy vim and how to get started,1
at harkirat singh does college matter when going for masters i have no internship till now im in final yea,1
how can i find new organization projects on twitter,1
at harkirat singh i am in first sem btech cse currently confused what to choose web or android pls suggest me which has less comp in gsoc,1
and please tell us how to make best resume for a fresher,1
hey at harkirat singh can you suggest some sites or platform where i can find freelance works as a fresher,1
what skills are needed for web3 developer,1
i did only cp in my college how to start with dev as i dont think alone cp can get me anywhere,1
can u please brief what are you doing sirr,1
hi please brief about what s going on i joined late,1
what s your point of view on diversity hiring like some companies are just ignoring boys like there was a company gave 1 5 lacs for intern but only girls were allowed and this is not one,1
remove negative promte in the website page [page where u are generation this ],1
how to create your current project,1
at harshit tiwari can you share what are the market conditions of web3 and job opportunity as a smart contract dev,1
at harkirat singh can you share what are the market conditions of web3 and job opportunity as a smart contract dev,1
can i join your call with your friend who is teaching you ai,1
at harkirat singh at harkirat singh i am in first sem btech cse currently confused what to choose web or android pls suggest me which has less comp in gsoc,1
can you make a video of how to make a sass products like some tools web apps end to end,1
at harkirat how to this project,1
how to get remote job in ai at harkirat singh,1
at harkirat please tell what should be next step after basic sklearn for learning ml for general diversified use as a b sc student for projects face fuchsia wide eyes,1
what are we making today?,1
why not midjourny,1
why not use something like stable diffusion service,1
what timezone are you in?,1
why your courses are so cheap when compared winking face to others in market who are charging like 1 to 3 lakhs (like scaler) is it because of job guarantee,1
at harkirat singh can you make a video on how to start with cloud after web dev i think cloud computing and devops is a must but there are a million certifications in aws azure gcp etc,1
what are we doing,1
why your courses are so cheap when compared to others in market who are charging like 1 to 3 lakhs (like scaler) is it because of job guarantee,1
at harkirat singh i am a part of your cohort and currently doing the assignments can you tell me what should i be doing parallelly to benefit the most,1
bro how the heck are you coding soo fast my mind is unable to process exploding head exploding head exploding head exploding head,1
at harkirat why your courses are so cheap when compared to others in market who are charging like 1 to 3 lakhs (like scaler) is it because of job guarantee,1
copy the code from vs code where you are getting the error for createimageedit give it to gpt 4,1
bhaiya how i would start aiml journey,1
at harkirat singh i am a part of your cohort and currently doing the assignments can you tell me what should i be doing parallelly to benefit the most sorry for spamming,1
at harkirat singh you have to write prompt exactly how you want then it will work i think so,1
where to find good jobs?,1
at harkirat singh bhaiya why no body talks about android development crying face,1
hey folks just joined the stream now may i know what is going on here,1
at harkirat singh bhaiya why no body talks about android development face with rolling eyes,1
at harkirat singh i think we should try to generate layers (like transaperant layers with items which need to be added ) and then combine them into a single image,1
bro ml is the answer for what you want,1
how to learn coding fast?,1
almost all recent models hallucinate when prompting to include text the only stable diffusion xl is the one that works decently,1
at harkirat singh android developer or full stack developer which one is better,1
at harkirat singh which type of frontend project gonna help me to get internship,1
my 3rd semester is about to end i know basic languages and nothing much to show as my skills i suppose i am a begginer student in cohort what should be my main focus at harkirat singh,1
how r u learning ai?,1
how to make lll,1
do you know one of the library for javascript whose can provide edit pdb and also draw scatch from pen is there any library available in npm,1
buidling ai usecases like this requires some good randd and figure out the problem being used here with respect to what is this problem called in ai domain,1
which are the upcomming tech that i should learn other than web 3 and ai ml,1
do you know one of the library for javascript whose can provide edit pdb and also draw scatch from pen is there any library available in that you for advance folded hands folded hands folded hands folded hands folded hands folded hands folded hands npm,1
hey can you suggest any platform where i can find freelance work as 1 2 year industrial experience,1
how to get started by devops,1
how to get started in blockchain,1
when launching ai course,1
hey harkirat please create a video on how to build your own crypto wallet like bagpack,1
why i am not able to see chat on my laptop,1
how to claim bounty at harkirat singh,1
when building backpack clone?,1
i need someone who is good in node and express i have a freelance work to complete,1
how will i run my backend any things to add on,1
when is cohort 3 starting at harkirat singh,1
which one at chad?,1
what are you building?,1
yesterday as multiple uses came at the same time website was kind of crashing can you please teach how to handle that while live users will be connecting live,1
how to run the backend code at harkirat singh please guide me the google auth is not logging me in,1
50k total viewers at indian chess broadcasts(at 1am which is crazy) and 300k in world wide coverage,1
how to join you live?,1
how the josh night hustlers,1
hey harkirat could you please implement how the refresh token is gonna refresh the access tolen logic i wanted to know how its done in a good way,1
why you sounding like a ai,1
could u please implement the refresh logic or direct me how its done in industry with providers and passportt,1
what is the scenario of hiring in mern stack,1
how much you will pay?,1
when backpack exchange clone?,1
bhai any tip on how to code without distractions you sit for 3 4 hours how,1
1200 is the rating where you get stuck for long time,1
in which lecture i get your number,1
where are you?,1
at harkirat sing how to good at communication skills like you,1
who are you taking to?,1
when will web3 cohort be launched,1
how to good at communication skills like you,1
at harkirat singh bro what is better to learn in 2024 view js or next js,1
at harkirat singh bro what is better to learn in 2024 view js or next js anyone in chat can ans me plz,1
at vasu jhawar thanks but why not view can u plz tell,1
who is talking?,1
at niket jain what is your rating,1
who is the other guy,1
hey harkirat i recently bought 0 100 how much time should i spend on 0 1,1
once i have seen a video how harkirat get into backpack and i followed the same path contribute to their open source project and get a chance to work now i am doing remote internship in a us com,1
sir someone removed my code in chess in which i added show valid chess moves but unable to send pr link,1
sir someone removed my code in chess in which i added show valid chess moves but unable to send pr linkhere,1
why doesn t npmjs have a dark mode,1
last week i left my support job realising that s not my interest and i don t want end up in that so currelty i m thinking to study full time for next 3 months can you please suggest where to start,1
last week i left my support job realising that s not my interest and wasted much time so currelty i m thinking to study full time for next 3 months in webd can you suggest where to start penguin blue waving tear,1
at harkirat singh which one are we using ws or backend,1
why not sidhu moose wala songs,1
i have witnessed some pr conflicts which arises dude to some container failing to run while it runs fine on my machine,1
what s happening here,1
at harkirat singh can you please modify 100x dev website such that one can preview content of course before buying (like i want to see how many vids are there),1
why my chat was deleted,1
can you please tell what are yc companies i am new to cohort2 0,1
at harkirat singh bhai how to network,1
yeah when on phone when you select from the dropdown then redirects to some track,1
at harkirat singh how to network,1
sir which project are you work on,1
sir which language to learn first python or java or c,1
sir where should i learn python from level zero,1
hello sir when you re going lauch your web3 cohort and please te ll what are the basic requirements for that,1
why web3 not into faang?,1
sir where should i learn python from i am at level zero,1
i am here to observe how senior developers look like and talk i dont understand anything happening on screen,1
